Generated corpus	manchester_city_trophies_guardiola.txt	Generated corpus	2022_world_cup_stadiums.txt
Generated corpus	2022_world_cup_stadiums.txt	Generated corpus	premier_league_2022_23_clubs.txt
Generated corpus	premier_league_2022_23_clubs.txt	Generated corpus	ballon_dor_multiple_winners.txt
Generated corpus	ballon_dor_multiple_winners.txt	Generated corpus	2022_world_cup_top_scorers.txt
Generated corpus	2022_world_cup_top_scorers.txt	Generated corpus	italian_champions_league_winners.txt
Generated corpus	italian_champions_league_winners.txt	Generated corpus	real_madrid_captains_2010.txt
Generated corpus	real_madrid_captains_2010.txt	Generated corpus	african_world_cup_quarterfinals.txt
Generated corpus	african_world_cup_quarterfinals.txt	Generated corpus	world_cup_multiple_hosts.txt
Generated corpus	world_cup_multiple_hosts.txt	Generated corpus	messi_champions_league_hattricks.txt
Generated corpus	messi_champions_league_hattricks.txt	Generated corpus	arsenal_fa_cup_wenger.txt
Generated corpus	arsenal_fa_cup_wenger.txt	Generated corpus	messi_2022_world_cup_awards.txt
Generated corpus	messi_2022_world_cup_awards.txt	Generated corpus	champions_league_qualification.txt
Generated corpus	champions_league_qualification.txt	Generated corpus	penalty_kick_fifa_laws.txt
Generated corpus	penalty_kick_fifa_laws.txt	Generated corpus	knockout_match_extra_time_penalties.txt
Generated corpus	knockout_match_extra_time_penalties.txt	Generated corpus	world_cup_qualification_process.txt
Generated corpus	world_cup_qualification_process.txt	Generated corpus	var_video_assistant_referee.txt
Generated corpus	var_video_assistant_referee.txt	Generated corpus	player_substitution_procedure.txt
Generated corpus	player_substitution_procedure.txt	Generated corpus	erling_haaland_transfer.txt
Generated corpus	erling_haaland_transfer.txt	Generated corpus	france_1998_world_cup.txt
Generated corpus	france_1998_world_cup.txt	Generated corpus	spain_euro_2012_captain.txt
Generated corpus	spain_euro_2012_captain.txt	Generated corpus	south_africa_2010_world_cup.txt
Generated corpus	south_africa_2010_world_cup.txt	Generated corpus	mario_gotze_2014_world_cup.txt
Generated corpus	mario_gotze_2014_world_cup.txt	Generated corpus	world_cup_1986.txt
Generated corpus	world_cup_1986.txt	Generated corpus	fifa_history.txt
Generated corpus	fifa_history.txt	Generated corpus	england_1966_world_cup.txt
Generated corpus	england_1966_world_cup.txt	Generated corpus	liverpool_anthem.txt
Generated corpus	liverpool_anthem.txt	Generated corpus	first_world_cup_1930.txt
Generated corpus	first_world_cup_1930.txt	Generated corpus	2018_world_cup_golden_boot.txt
Generated corpus	2018_world_cup_golden_boot.txt	Generated corpus	messi_current_club.txt
Generated corpus	messi_current_club.txt	Generated corpus	george_weah_ballon_dor.txt
Generated corpus	george_weah_ballon_dor.txt	Generated corpus	north_london_derby.txt
Generated corpus	north_london_derby.txt	Generated corpus	fastest_premier_league_goal.txt
Generated corpus	fastest_premier_league_goal.txt	Generated corpus	pep_guardiola_man_city.txt
Generated corpus	pep_guardiola_man_city.txt	Generated corpus	san_siro_stadium.txt
Generated corpus	san_siro_stadium.txt	Generated corpus	beckham_career.txt
Generated corpus	beckham_career.txt	Generated corpus	sevilla_europa_league_2023.txt
Generated corpus	sevilla_europa_league_2023.txt	Generated corpus	italy_euro_2020.txt
Generated corpus	italy_euro_2020.txt	Generated corpus	diego_maradona_el_pibe_de_oro.txt
Generated corpus	diego_maradona_el_pibe_de_oro.txt	Generated corpus	maradona_jersey_number.txt
Generated corpus	maradona_jersey_number.txt	Generated corpus	argentina_2022_world_cup_final.txt
Generated corpus	argentina_2022_world_cup_final.txt	Generated corpus	2002_world_cup_hosts.txt
Generated corpus	2002_world_cup_hosts.txt	Generated corpus	nigeria_super_eagles.txt
Generated corpus	nigeria_super_eagles.txt	Generated corpus	cristiano_ronaldo_clubs.txt
Generated corpus	cristiano_ronaldo_clubs.txt	Generated corpus	african_nations_cup_hosts.txt
Generated corpus	african_nations_cup_hosts.txt	Generated corpus	womens_world_cup_winners.txt
Generated corpus	womens_world_cup_winners.txt	Generated corpus	london_premier_league_clubs.txt
Generated corpus	london_premier_league_clubs.txt	Generated corpus	champions_league_top_scorers.txt
Generated corpus	champions_league_top_scorers.txt	Generated corpus	messi_club_career.txt
Generated corpus	messi_club_career.txt	Generated corpus	euro_championship_multiple_winners.txt
Generated corpus	euro_championship_multiple_winners.txt	Generated corpus	champions_league_winners_2015_2023.txt
Generated corpus	champions_league_winners_2015_2023.txt	Generated corpus	manchester_city_trophies_guardiola.txt
Generated corpus	manchester_city_trophies_guardiola.txt	Generated corpus	2022_world_cup_stadiums.txt
Generated corpus	2022_world_cup_stadiums.txt	Generated corpus	premier_league_2022_23_clubs.txt
Generated corpus	premier_league_2022_23_clubs.txt	Generated corpus	ballon_dor_multiple_winners.txt
Generated corpus	ballon_dor_multiple_winners.txt	Generated corpus	2022_world_cup_top_scorers.txt
Generated corpus	2022_world_cup_top_scorers.txt	Generated corpus	italian_champions_league_winners.txt
Generated corpus	italian_champions_league_winners.txt	Generated corpus	real_madrid_captains_2010.txt
Generated corpus	real_madrid_captains_2010.txt	Generated corpus	african_world_cup_quarterfinals.txt
Generated corpus	african_world_cup_quarterfinals.txt	Generated corpus	world_cup_multiple_hosts.txt
Generated corpus	world_cup_multiple_hosts.txt	Generated corpus	messi_champions_league_hattricks.txt
Generated corpus	messi_champions_league_hattricks.txt	Generated corpus	arsenal_fa_cup_wenger.txt
Generated corpus	arsenal_fa_cup_wenger.txt	Generated corpus	messi_2022_world_cup_awards.txt
Generated corpus	messi_2022_world_cup_awards.txt	Generated corpus	champions_league_qualification.txt
Generated corpus	champions_league_qualification.txt	Generated corpus	penalty_kick_fifa_laws.txt
Generated corpus	penalty_kick_fifa_laws.txt	Generated corpus	knockout_match_extra_time_penalties.txt
Generated corpus	knockout_match_extra_time_penalties.txt	Generated corpus	world_cup_qualification_process.txt
Generated corpus	world_cup_qualification_process.txt	Generated corpus	var_video_assistant_referee.txt
Generated corpus	var_video_assistant_referee.txt	Generated corpus	player_substitution_procedure.txt
Generated corpus	player_substitution_procedure.txt	Generated corpus	erling_haaland_transfer.txt
Generated corpus	erling_haaland_transfer.txt	Generated corpus	france_1998_world_cup.txt
Generated corpus	france_1998_world_cup.txt	Generated corpus	spain_euro_2012_captain.txt
Generated corpus	spain_euro_2012_captain.txt	Generated corpus	south_africa_2010_world_cup.txt
